Year,Month,Day,Hour,air_temp,windspeed,winddir,pressure,humidity,rainfall,fog,AOD
2009.00,11.0000,1.00000,19.0000,20.8000,0.0500000,89.6900,989.470,68.9600,502.000,128.000,-999.000
2009.00,11.0000,1.00000,21.0000,17.2800,0.0500000,358.990,989.660,75.9000,502.000,128.000,-999.000
2009.00,11.0000,1.00000,22.0000,17.3800,0.0500000,358.990,989.760,73.9500,502.000,128.000,-999.000
2009.00,11.0000,2.00000,1.00000,15.9600,0.0500000,358.990,990.840,81.9600,502.000,128.000,-999.000
2009.00,11.0000,2.00000,3.00000,20.9900,0.0500000,358.990,992.110,71.9900,502.000,128.000,-999.000
2009.00,11.0000,2.00000,4.00000,23.0900,0.150000,159.580,992.500,60.9500,502.000,128.000,-999.000
2009.00,11.0000,2.00000,5.00000,24.9500,0.240000,128.790,992.110,56.9400,502.000,128.000,-999.000
2009.00,11.0000,2.00000,6.00000,26.9600,0.150000,277.860,991.620,51.9600,502.000,128.000,-999.000
2009.00,11.0000,2.00000,7.00000,27.8800,0.730000,65.7400,990.640,47.9500,502.000,128.000,-999.000
2009.00,11.0000,2.00000,8.00000,28.8600,0.340000,122.920,989.570,45.9900,502.000,128.000,-999.000
2009.00,11.0000,2.00000,9.00000,29.5000,0.240000,105.820,989.080,40.9100,502.000,128.000,-999.000
2009.00,11.0000,2.00000,10.0000,29.0600,0.0500000,63.7800,988.780,40.9100,502.000,128.000,-999.000
2009.00,11.0000,2.00000,11.0000,27.5900,0.0500000,129.770,988.880,46.9700,502.000,128.000,-999.000
2009.00,11.0000,2.00000,12.0000,24.3600,0.0500000,358.990,989.570,53.9100,502.000,128.000,-999.000
2009.00,11.0000,2.00000,13.0000,21.8700,0.0500000,358.990,989.960,61.9300,502.000,128.000,-999.000
2009.00,11.0000,2.00000,14.0000,20.8000,0.0500000,358.990,990.740,66.9100,502.000,128.000,-999.000
2009.00,11.0000,2.00000,15.0000,19.8700,0.0500000,358.990,991.230,68.9600,502.000,128.000,-999.000
2009.00,11.0000,2.00000,16.0000,19.3800,0.0500000,358.990,991.420,70.9200,502.000,128.000,-999.000
2009.00,11.0000,2.00000,17.0000,18.8900,0.0500000,358.990,991.520,73.9500,502.000,128.000,-999.000
2009.00,11.0000,2.00000,19.0000,17.5700,0.0500000,358.990,991.520,76.9800,502.000,128.000,-999.000
2009.00,11.0000,2.00000,20.0000,17.0800,0.0500000,358.990,991.320,77.9600,502.000,128.000,-999.000
2009.00,11.0000,2.00000,22.0000,16.4000,0.0500000,358.990,991.230,80.9900,502.000,128.000,-999.000
2009.00,11.0000,2.00000,23.0000,16.2500,0.0500000,358.990,991.230,81.9600,502.000,128.000,-999.000
2009.00,11.0000,3.00000,0.000000,16.0600,0.0500000,358.990,991.320,82.9400,502.000,128.000,-999.000
2009.00,11.0000,3.00000,1.00000,15.7600,0.0500000,358.990,991.720,83.9200,502.000,128.000,-999.000
2009.00,11.0000,3.00000,2.00000,16.4000,0.0500000,358.990,992.600,85.0000,502.000,128.000,-999.000
2009.00,11.0000,3.00000,3.00000,20.3600,0.0500000,358.990,993.280,78.9300,502.000,128.000,-999.000
2009.00,11.0000,3.00000,4.00000,24.3600,0.0500000,358.990,993.960,62.9000,502.000,128.000,-999.000
2009.00,11.0000,3.00000,6.00000,25.7800,0.0500000,358.990,993.480,52.9300,502.000,128.000,-999.000
2009.00,11.0000,3.00000,11.0000,26.0800,0.0500000,358.990,990.050,51.9600,502.000,128.000,-999.000
2009.00,11.0000,3.00000,12.0000,22.5600,0.0500000,358.990,990.440,60.9500,502.000,128.000,-999.000
2009.00,11.0000,3.00000,13.0000,20.3600,0.0500000,358.990,990.930,65.9300,502.000,128.000,-999.000
2009.00,11.0000,3.00000,14.0000,19.3800,0.0500000,358.990,991.420,69.9400,502.000,128.000,-999.000
2009.00,11.0000,3.00000,15.0000,18.7900,0.0500000,358.990,991.720,72.9700,502.000,128.000,-999.000
2009.00,11.0000,3.00000,16.0000,18.1600,0.0500000,358.990,991.810,76.9800,502.000,128.000,-999.000
2009.00,11.0000,3.00000,17.0000,17.8600,0.0500000,358.990,992.010,78.9300,502.000,128.000,-999.000
2009.00,11.0000,3.00000,18.0000,17.3800,0.0500000,358.990,991.720,79.9100,502.000,128.000,-999.000
2009.00,11.0000,3.00000,20.0000,16.8900,0.0500000,358.990,991.810,83.9200,502.000,128.000,-999.000
2009.00,11.0000,3.00000,21.0000,16.5000,0.0500000,358.990,991.620,83.9200,502.000,128.000,-999.000
2009.00,11.0000,4.00000,0.000000,16.0600,0.0500000,358.990,991.320,86.9500,502.000,128.000,-999.000
2009.00,11.0000,4.00000,1.00000,16.2500,0.0500000,358.990,992.010,86.9500,502.000,128.000,-999.000
2009.00,11.0000,4.00000,2.00000,17.0800,0.0500000,358.990,992.690,85.9700,502.000,128.000,-999.000
2009.00,11.0000,4.00000,3.00000,19.0900,0.0500000,358.990,993.480,81.9600,502.000,128.000,-999.000
2009.00,11.0000,4.00000,4.00000,22.7500,0.0500000,358.990,993.960,72.9700,502.000,128.000,-999.000
2009.00,11.0000,4.00000,8.00000,26.9600,0.0500000,358.990,991.230,51.9600,502.000,128.000,-999.000
2009.00,11.0000,4.00000,9.00000,27.2000,0.0500000,358.990,990.350,50.9800,502.000,128.000,-999.000
2009.00,11.0000,4.00000,10.0000,26.6600,0.0500000,358.990,990.050,58.9900,502.000,128.000,-999.000
2009.00,11.0000,4.00000,12.0000,22.6500,0.0500000,358.990,989.960,64.9600,502.000,128.000,-999.000
2009.00,11.0000,4.00000,13.0000,20.1600,0.0500000,358.990,990.540,68.9600,502.000,128.000,-999.000
2009.00,11.0000,4.00000,14.0000,19.2800,0.0500000,358.990,991.320,71.9900,502.000,128.000,-999.000
2009.00,11.0000,4.00000,15.0000,18.7900,0.0500000,358.990,991.620,73.9500,502.000,128.000,-999.000
2009.00,11.0000,4.00000,16.0000,18.1600,0.0500000,358.990,991.320,75.9000,502.000,128.000,-999.000
2009.00,11.0000,4.00000,17.0000,17.8600,0.0500000,358.990,991.130,76.9800,502.000,128.000,-999.000
2009.00,11.0000,4.00000,18.0000,17.3800,0.0500000,358.990,991.030,79.9100,502.000,128.000,-999.000
2009.00,11.0000,4.00000,19.0000,17.0800,0.0500000,358.990,990.930,80.9900,502.000,128.000,-999.000
2009.00,11.0000,4.00000,21.0000,16.4000,0.0500000,358.990,990.540,83.9200,502.000,128.000,-999.000
2009.00,11.0000,4.00000,22.0000,15.9600,0.0500000,358.990,990.440,83.9200,502.000,128.000,-999.000
2009.00,11.0000,5.00000,1.00000,15.4700,0.0500000,358.990,991.320,86.9500,502.000,128.000,-999.000
2009.00,11.0000,5.00000,2.00000,15.9600,0.0500000,358.990,991.810,88.9100,502.000,128.000,-999.000
2009.00,11.0000,5.00000,3.00000,20.8000,0.0500000,358.990,992.690,86.9500,502.000,128.000,-999.000
2009.00,11.0000,5.00000,4.00000,23.9700,0.0500000,358.990,993.180,67.9900,502.000,128.000,-999.000
2009.00,11.0000,5.00000,5.00000,25.9800,0.0500000,358.990,992.990,61.9300,502.000,128.000,-999.000
2009.00,11.0000,5.00000,6.00000,26.9600,0.0500000,358.990,992.200,54.9900,502.000,128.000,-999.000
2009.00,11.0000,5.00000,7.00000,27.9800,0.0500000,46.6800,991.420,38.9500,502.000,128.000,-999.000
2009.00,11.0000,5.00000,8.00000,28.3700,0.340000,100.930,990.540,33.9700,502.000,128.000,-999.000
2009.00,11.0000,5.00000,9.00000,29.1500,0.0500000,358.990,989.960,35.9200,502.000,128.000,-999.000
2009.00,11.0000,5.00000,10.0000,27.6900,0.0500000,358.990,989.470,40.9100,502.000,128.000,-999.000
2009.00,11.0000,5.00000,11.0000,26.0800,0.0500000,358.990,989.170,52.9300,502.000,128.000,-999.000
2009.00,11.0000,5.00000,12.0000,23.0000,0.0500000,358.990,989.570,60.9500,502.000,128.000,-999.000
2009.00,11.0000,5.00000,13.0000,20.7000,0.0500000,358.990,989.760,65.9300,502.000,128.000,-999.000
2009.00,11.0000,5.00000,15.0000,18.7900,0.0500000,358.990,990.440,72.9700,502.000,128.000,-999.000
2009.00,11.0000,5.00000,16.0000,18.3500,0.0500000,358.990,990.350,74.9300,502.000,128.000,-999.000
2009.00,11.0000,5.00000,19.0000,16.8900,0.0500000,358.990,990.250,79.9100,502.000,128.000,-999.000
2009.00,11.0000,5.00000,21.0000,16.2500,0.0500000,358.990,990.050,83.9200,502.000,128.000,-999.000
2009.00,11.0000,6.00000,2.00000,15.1800,0.0500000,358.990,990.930,86.9500,502.000,128.000,-999.000
2009.00,11.0000,6.00000,4.00000,23.8800,0.0500000,358.990,991.620,65.9300,502.000,128.000,-999.000
2009.00,11.0000,6.00000,5.00000,26.6600,0.0500000,358.990,991.320,53.9100,502.000,128.000,-999.000
2009.00,11.0000,6.00000,6.00000,27.8800,0.0500000,358.990,990.440,43.9400,502.000,128.000,-999.000
2009.00,11.0000,6.00000,7.00000,27.9800,0.0500000,358.990,989.470,40.9100,502.000,128.000,-999.000
2009.00,11.0000,6.00000,8.00000,28.4700,0.0500000,297.900,988.490,41.9800,502.000,128.000,-999.000
2009.00,11.0000,6.00000,9.00000,28.8600,0.0500000,358.990,987.510,43.9400,502.000,128.000,-999.000
2009.00,11.0000,6.00000,10.0000,27.3900,0.0500000,358.990,986.830,46.9700,502.000,128.000,-999.000
2009.00,11.0000,6.00000,11.0000,25.7800,0.0500000,358.990,986.930,53.9100,502.000,128.000,-999.000
2009.00,11.0000,6.00000,12.0000,22.7500,0.0500000,358.990,987.120,59.9700,502.000,128.000,-999.000
2009.00,11.0000,6.00000,13.0000,20.4500,0.0500000,358.990,987.220,66.9100,502.000,128.000,-999.000
2009.00,11.0000,6.00000,15.0000,18.9900,0.0500000,358.990,988.100,72.9700,502.000,128.000,-999.000
2009.00,11.0000,6.00000,17.0000,17.7700,0.0500000,358.990,987.900,75.9000,502.000,128.000,-999.000
2009.00,11.0000,6.00000,18.0000,17.1800,0.0500000,358.990,987.610,76.9800,502.000,128.000,-999.000
2009.00,11.0000,6.00000,19.0000,16.7900,0.0500000,358.990,987.320,77.9600,502.000,128.000,-999.000
2009.00,11.0000,6.00000,20.0000,16.5900,0.0500000,358.990,987.120,78.9300,502.000,128.000,-999.000
2009.00,11.0000,6.00000,22.0000,16.0600,0.0500000,358.990,986.830,82.9400,502.000,128.000,-999.000
2009.00,11.0000,6.00000,23.0000,15.6600,0.0500000,358.990,986.830,82.9400,502.000,128.000,-999.000
2009.00,11.0000,7.00000,1.00000,15.0800,0.0500000,358.990,987.900,83.9200,502.000,128.000,-999.000
2009.00,11.0000,7.00000,2.00000,15.3700,0.0500000,358.990,988.690,85.0000,502.000,128.000,-999.000
2009.00,11.0000,7.00000,5.00000,24.4600,0.0500000,358.990,989.270,61.9300,502.000,128.000,-999.000
2009.00,11.0000,7.00000,6.00000,25.9800,0.0500000,358.990,988.390,53.9100,502.000,128.000,-999.000
2009.00,11.0000,7.00000,8.00000,27.3900,0.0500000,358.990,986.530,53.9100,502.000,128.000,-999.000
2009.00,11.0000,7.00000,9.00000,27.6900,0.0500000,358.990,985.950,54.9900,502.000,128.000,-999.000
2009.00,11.0000,7.00000,10.0000,26.7600,0.0500000,358.990,985.560,54.9900,502.000,128.000,-999.000
2009.00,11.0000,7.00000,11.0000,25.1000,0.0500000,358.990,985.750,61.9300,502.000,128.000,-999.000
2009.00,11.0000,7.00000,12.0000,22.0700,0.0500000,358.990,986.240,65.9300,502.000,128.000,-999.000
2009.00,11.0000,7.00000,13.0000,20.0600,0.0500000,358.990,986.440,70.9200,502.000,128.000,-999.000
2009.00,11.0000,7.00000,14.0000,19.1800,0.0500000,358.990,987.020,74.9300,502.000,128.000,-999.000
2009.00,11.0000,7.00000,15.0000,18.7900,0.0500000,358.990,987.320,78.9300,502.000,128.000,-999.000
2009.00,11.0000,7.00000,16.0000,18.2600,0.0500000,358.990,987.410,79.9100,502.000,128.000,-999.000
2009.00,11.0000,7.00000,17.0000,17.9600,0.0500000,358.990,987.410,80.9900,502.000,128.000,-999.000
2009.00,11.0000,7.00000,18.0000,17.6700,0.0500000,358.990,987.120,81.9600,502.000,128.000,-999.000
2009.00,11.0000,7.00000,20.0000,17.1800,0.0500000,358.990,986.730,83.9200,502.000,128.000,-999.000
2009.00,11.0000,7.00000,21.0000,16.8900,0.0500000,358.990,986.530,83.9200,502.000,128.000,-999.000
2009.00,11.0000,7.00000,22.0000,16.7900,0.0500000,358.990,986.240,85.9700,502.000,128.000,-999.000
2009.00,11.0000,7.00000,23.0000,16.4000,0.0500000,358.990,986.440,85.9700,502.000,128.000,-999.000
2009.00,11.0000,8.00000,1.00000,15.8600,0.0500000,358.990,987.710,86.9500,502.000,128.000,-999.000
2009.00,11.0000,8.00000,3.00000,19.7700,0.0500000,358.990,989.080,87.9300,502.000,128.000,-999.000
2009.00,11.0000,8.00000,5.00000,25.3900,0.0500000,132.700,988.980,56.9400,502.000,128.000,-999.000
2009.00,11.0000,8.00000,6.00000,26.5600,0.240000,252.930,988.200,51.9600,502.000,128.000,-999.000
2009.00,11.0000,8.00000,7.00000,28.0800,0.440000,89.6900,987.120,49.9000,502.000,128.000,-999.000
2009.00,11.0000,8.00000,9.00000,29.6900,0.0500000,327.710,985.260,41.9800,502.000,128.000,-999.000
2009.00,11.0000,8.00000,10.0000,28.8600,0.240000,87.7300,984.680,43.9400,502.000,128.000,-999.000
2009.00,11.0000,8.00000,11.0000,27.0500,0.0500000,358.990,984.580,56.9400,502.000,128.000,-999.000
2009.00,11.0000,8.00000,12.0000,24.0700,0.0500000,358.990,984.680,63.9800,502.000,128.000,-999.000
2009.00,11.0000,8.00000,13.0000,21.7700,0.0500000,358.990,985.170,69.9400,502.000,128.000,-999.000
2009.00,11.0000,8.00000,14.0000,20.8900,0.0500000,358.990,985.560,71.9900,502.000,128.000,-999.000
2009.00,11.0000,8.00000,16.0000,19.7700,0.0500000,358.990,986.050,73.9500,502.000,128.000,-999.000
2009.00,11.0000,8.00000,17.0000,19.0900,0.0500000,358.990,986.240,77.9600,502.000,128.000,-999.000
2009.00,11.0000,8.00000,18.0000,18.7000,0.0500000,358.990,986.440,79.9100,502.000,128.000,-999.000
2009.00,11.0000,8.00000,19.0000,18.3500,0.0500000,358.990,986.240,80.9900,502.000,128.000,-999.000
2009.00,11.0000,8.00000,20.0000,18.2600,0.0500000,358.990,986.050,80.9900,502.000,128.000,-999.000
2009.00,11.0000,8.00000,21.0000,17.7700,0.0500000,358.990,985.650,81.9600,502.000,128.000,-999.000
2009.00,11.0000,8.00000,23.0000,18.6000,0.0500000,358.990,985.260,81.9600,502.000,128.000,-999.000
2009.00,11.0000,9.00000,0.000000,17.2800,0.0500000,358.990,985.170,81.9600,502.000,128.000,-999.000
2009.00,11.0000,9.00000,1.00000,17.1800,0.0500000,358.990,985.460,83.9200,502.000,128.000,-999.000
2009.00,11.0000,9.00000,2.00000,18.3500,0.150000,147.850,985.950,80.9900,502.000,128.000,-999.000
2009.00,11.0000,9.00000,3.00000,20.4500,0.440000,75.5100,986.630,74.9300,502.000,128.000,-999.000
2009.00,11.0000,9.00000,4.00000,23.0900,0.340000,91.6400,986.930,64.9600,502.000,128.000,-999.000
2009.00,11.0000,9.00000,6.00000,26.4700,0.0500000,358.990,986.050,55.9600,502.000,128.000,-999.000
2009.00,11.0000,9.00000,7.00000,28.5700,0.150000,81.8700,985.170,46.9700,502.000,128.000,-999.000
2009.00,11.0000,9.00000,8.00000,29.7900,0.0500000,358.990,983.990,38.9500,502.000,128.000,-999.000
2009.00,11.0000,9.00000,9.00000,30.5700,0.0500000,358.990,983.020,37.9800,502.000,128.000,-999.000
2009.00,11.0000,9.00000,10.0000,27.5900,0.0500000,358.990,982.530,56.9400,502.000,128.000,-999.000
2009.00,11.0000,9.00000,11.0000,26.0800,0.0500000,358.990,981.940,60.9500,502.000,128.000,-999.000
2009.00,11.0000,9.00000,12.0000,23.5800,0.0500000,358.990,981.940,59.9700,502.000,128.000,-999.000
2009.00,11.0000,9.00000,13.0000,22.3600,0.0500000,358.990,982.620,64.9600,502.000,128.000,-999.000
2009.00,11.0000,9.00000,14.0000,23.7800,0.150000,154.690,983.310,59.9700,502.000,128.000,-999.000
2009.00,11.0000,9.00000,15.0000,23.2900,0.730000,292.520,983.700,63.9800,502.000,128.000,-999.000
2009.00,11.0000,9.00000,16.0000,22.2600,0.440000,288.610,983.800,65.9300,502.000,128.000,-999.000
2009.00,11.0000,9.00000,17.0000,21.5800,0.0500000,346.770,983.410,64.9600,502.000,128.000,-999.000
2009.00,11.0000,9.00000,18.0000,21.7700,0.540000,102.880,983.310,59.9700,502.000,128.000,-999.000
2009.00,11.0000,9.00000,22.0000,19.0900,0.0500000,358.990,982.620,73.9500,502.000,128.000,-999.000
2009.00,11.0000,10.0000,0.000000,17.1800,0.0500000,358.990,983.020,80.9900,502.000,128.000,-999.000
2009.00,11.0000,10.0000,1.00000,17.0800,0.0500000,358.990,983.310,82.9400,502.000,128.000,-999.000
2009.00,11.0000,10.0000,4.00000,24.1700,0.0500000,69.6500,984.780,55.9600,502.000,128.000,-999.000
2009.00,11.0000,10.0000,7.00000,26.7600,0.150000,288.610,983.310,53.9100,502.000,128.000,-999.000
2009.00,11.0000,10.0000,8.00000,27.7900,0.150000,267.600,982.330,48.9200,502.000,128.000,-999.000
2009.00,11.0000,10.0000,9.00000,27.8800,0.0500000,258.800,981.740,47.9500,502.000,128.000,-999.000
2009.00,11.0000,10.0000,10.0000,26.8600,0.0500000,358.990,981.550,45.9900,502.000,128.000,-999.000
2009.00,11.0000,10.0000,11.0000,25.5900,0.150000,245.600,981.840,48.9200,502.000,128.000,-999.000
2009.00,11.0000,10.0000,12.0000,24.3600,0.540000,261.730,982.140,53.9100,502.000,128.000,-999.000
2009.00,11.0000,10.0000,14.0000,21.5800,0.0500000,358.990,983.700,43.9400,502.000,128.000,-999.000
2009.00,11.0000,10.0000,15.0000,21.0900,0.340000,235.830,984.190,44.9200,502.000,128.000,-999.000
2009.00,11.0000,10.0000,16.0000,21.1900,0.830000,217.740,984.680,46.9700,502.000,128.000,-999.000
2009.00,11.0000,10.0000,17.0000,20.4500,1.03000,227.520,984.480,57.9200,502.000,128.000,-999.000
2009.00,11.0000,10.0000,19.0000,18.7900,0.640000,200.640,983.900,67.9900,502.000,128.000,-999.000
2009.00,11.0000,10.0000,22.0000,16.0600,0.340000,245.600,983.500,74.9300,502.000,128.000,-999.000
2009.00,11.0000,10.0000,23.0000,15.6600,0.150000,250.980,983.500,75.9000,502.000,128.000,-999.000
2009.00,11.0000,11.0000,0.000000,15.0800,0.0500000,358.990,983.800,76.9800,502.000,128.000,-999.000
2009.00,11.0000,11.0000,1.00000,14.7800,0.240000,195.750,984.290,77.9600,502.000,128.000,-999.000
2009.00,11.0000,11.0000,3.00000,17.1800,0.340000,187.930,985.360,69.9400,502.000,128.000,-999.000
2009.00,11.0000,11.0000,4.00000,20.1600,0.440000,277.860,985.360,59.9700,502.000,128.000,-999.000
2009.00,11.0000,11.0000,6.00000,23.5800,0.640000,275.900,984.580,41.9800,502.000,128.000,-999.000
2009.00,11.0000,11.0000,7.00000,25.3900,0.0500000,72.5800,983.500,37.9800,502.000,128.000,-999.000
2009.00,11.0000,11.0000,8.00000,24.4600,0.930000,215.790,982.620,26.9300,502.000,128.000,-999.000
2009.00,11.0000,11.0000,9.00000,23.8800,0.440000,280.790,982.530,28.9800,502.000,128.000,-999.000
2009.00,11.0000,11.0000,10.0000,23.6800,0.540000,256.840,982.330,30.9400,502.000,128.000,-999.000
2009.00,11.0000,11.0000,11.0000,22.3600,0.340000,182.550,982.330,29.9600,502.000,128.000,-999.000
2009.00,11.0000,11.0000,12.0000,21.2900,0.0500000,358.990,982.620,32.9900,502.000,128.000,-999.000
2009.00,11.0000,11.0000,13.0000,19.2800,0.0500000,358.990,982.920,41.9800,502.000,128.000,-999.000
2009.00,11.0000,11.0000,14.0000,20.1600,0.0500000,87.7300,983.020,40.9100,502.000,128.000,-999.000
2009.00,11.0000,11.0000,15.0000,20.1600,0.240000,190.860,983.500,38.9500,502.000,128.000,-999.000
2009.00,11.0000,11.0000,16.0000,19.7700,0.440000,151.760,983.990,38.9500,502.000,128.000,-999.000
2009.00,11.0000,11.0000,17.0000,19.9700,0.150000,178.640,984.090,37.0000,502.000,128.000,-999.000
2009.00,11.0000,11.0000,18.0000,19.6700,0.240000,239.740,984.090,34.9500,502.000,128.000,-999.000
2009.00,11.0000,11.0000,19.0000,18.7900,0.0500000,179.620,983.500,37.9800,502.000,128.000,-999.000
2009.00,11.0000,11.0000,21.0000,17.8600,0.0500000,250.000,983.800,41.9800,502.000,128.000,-999.000
2009.00,11.0000,11.0000,22.0000,16.8900,0.0500000,358.990,983.900,48.9200,502.000,128.000,-999.000
2009.00,11.0000,12.0000,1.00000,15.5700,0.0500000,358.990,985.260,59.9700,502.000,128.000,-999.000
2009.00,11.0000,12.0000,3.00000,17.4700,0.0500000,358.990,986.730,60.9500,502.000,128.000,-999.000
2009.00,11.0000,12.0000,4.00000,19.1800,0.0500000,358.990,987.320,59.9700,502.000,128.000,-999.000
2009.00,11.0000,12.0000,5.00000,20.1600,0.240000,273.950,987.810,52.9300,502.000,128.000,-999.000
2009.00,11.0000,12.0000,6.00000,21.4800,1.03000,126.830,987.320,48.9200,502.000,128.000,-999.000
2009.00,11.0000,12.0000,7.00000,21.3800,0.730000,111.680,987.320,48.9200,502.000,128.000,-999.000
2009.00,11.0000,12.0000,8.00000,21.4800,0.830000,121.950,986.440,47.9500,502.000,128.000,-999.000
2009.00,11.0000,12.0000,9.00000,21.0900,1.42000,96.5300,985.950,48.9200,502.000,128.000,-999.000
2009.00,11.0000,12.0000,10.0000,21.0900,0.540000,121.950,986.530,50.9800,502.000,128.000,-999.000
2009.00,11.0000,12.0000,11.0000,20.0600,0.0500000,358.990,985.950,55.9600,502.000,128.000,-999.000
2009.00,11.0000,12.0000,13.0000,17.6700,0.0500000,358.990,986.440,70.9200,502.000,128.000,-999.000
2009.00,11.0000,12.0000,14.0000,17.5700,0.0500000,358.990,987.510,74.9300,502.000,128.000,-999.000
2009.00,11.0000,12.0000,15.0000,17.9600,0.0500000,358.990,988.100,71.9900,502.000,128.000,-999.000
2009.00,11.0000,12.0000,16.0000,17.6700,0.150000,63.7800,988.780,76.9800,502.000,128.000,-999.000
2009.00,11.0000,12.0000,17.0000,17.1800,0.0500000,358.990,989.470,81.9600,503.000,128.000,-999.000
2009.00,11.0000,12.0000,18.0000,16.8900,0.0500000,358.990,989.170,85.0000,503.000,128.000,-999.000
2009.00,11.0000,12.0000,19.0000,17.0800,0.240000,356.550,988.880,85.0000,503.000,128.000,-999.000
2009.00,11.0000,12.0000,20.0000,16.7900,0.0500000,358.990,988.880,85.9700,503.000,128.000,-999.000
2009.00,11.0000,12.0000,21.0000,16.9800,0.0500000,358.990,988.590,86.9500,503.000,128.000,-999.000
2009.00,11.0000,12.0000,22.0000,16.9800,0.540000,313.540,987.610,86.9500,503.000,128.000,-999.000
2009.00,11.0000,12.0000,23.0000,16.8900,0.240000,282.750,987.900,85.0000,503.000,128.000,-999.000
2009.00,11.0000,13.0000,0.000000,16.9800,0.830000,263.690,988.200,83.9200,503.000,128.000,-999.000
2009.00,11.0000,13.0000,1.00000,16.9800,0.730000,253.910,989.080,85.0000,503.000,128.000,-999.000
2009.00,11.0000,13.0000,3.00000,17.6700,0.440000,337.980,990.250,85.0000,503.000,128.000,-999.000
2009.00,11.0000,13.0000,5.00000,18.5000,0.240000,285.680,990.640,85.9700,503.000,128.000,-999.000
2009.00,11.0000,13.0000,6.00000,19.9700,0.240000,310.610,990.150,81.9600,503.000,128.000,-999.000
2009.00,11.0000,13.0000,7.00000,20.2600,0.340000,257.820,989.080,79.9100,503.000,128.000,-999.000
2009.00,11.0000,13.0000,8.00000,21.1900,0.0500000,171.800,987.610,76.9800,503.000,128.000,-999.000
2009.00,11.0000,13.0000,9.00000,21.3800,0.440000,120.970,987.410,75.9000,503.000,128.000,-999.000
2009.00,11.0000,13.0000,10.0000,21.6800,0.240000,309.630,986.340,76.9800,503.000,128.000,-999.000
2009.00,11.0000,13.0000,11.0000,21.7700,0.0500000,358.990,986.830,77.9600,503.000,128.000,-999.000
2009.00,11.0000,13.0000,12.0000,21.0900,0.0500000,358.990,986.730,79.9100,503.000,128.000,-999.000
2009.00,11.0000,13.0000,13.0000,20.1600,0.0500000,358.990,987.020,83.9200,503.000,128.000,-999.000
2009.00,11.0000,13.0000,15.0000,19.9700,0.0500000,358.990,988.390,86.9500,503.000,128.000,-999.000
2009.00,11.0000,13.0000,17.0000,19.2800,0.0500000,358.990,988.690,86.9500,503.000,128.000,-999.000
2009.00,11.0000,13.0000,18.0000,18.7000,0.0500000,358.990,988.390,87.9300,503.000,128.000,-999.000
2009.00,11.0000,13.0000,21.0000,18.7900,0.0500000,358.990,987.710,89.9800,503.000,128.000,-999.000
2009.00,11.0000,13.0000,22.0000,19.1800,0.0500000,358.990,987.220,88.9100,503.000,128.000,-999.000
2009.00,11.0000,13.0000,23.0000,19.1800,0.0500000,358.990,986.930,88.9100,503.000,128.000,-999.000
2009.00,11.0000,14.0000,0.000000,19.3800,0.0500000,358.990,987.020,88.9100,503.000,128.000,-999.000
2009.00,11.0000,14.0000,1.00000,19.5700,0.0500000,358.990,987.320,88.9100,503.000,128.000,-999.000
2009.00,11.0000,14.0000,2.00000,19.5700,0.0500000,358.990,988.100,88.9100,503.000,128.000,-999.000
